"symbol";"nimi";"sektor";"hind";"tootlus";"kogus";"kasum_aktsia_kohta";"dividend_aktsia_kohta"
"ISRG";"Intuitive Surgical Inc.";"Health Care";587.82;0.49407873;405489;11.54;NA
"IT";"Gartner Inc";"Information Technology";152.08;1.9507968;1007847;2.735;NA
"ITW";"Illinois Tool Works";"Industrials";187.13;1.7896043;1004378;7.74;4.14
"IVZ";"Invesco Ltd.";"Financials";18.89;1.6684579;4771214;1.28;1.24
"J";"Jacobs Engineering Group";"Industrials";97.73;0.73181486;789297;NA;NA
"JBHT";"J. B. Hunt Transport Services";"Industrials";112.41;0.30338535;415257;4.75;1.04
"JCI";"Johnson Controls International";"Industrials";40.76;0.5426675;3043583;6.55;1.04
"JKHY";"Jack Henry & Associates";"Information Technology";168.12;-0.15441842;422713;3.658;1.6
"JNJ";"Johnson & Johnson";"Health Care";151.99;0.08560838;3564274;5.63;3.75
"JNPR";"Juniper Networks";"Information Technology";24.47;1.1993343;4079107;0.99;0.76
"JPM";"JPMorgan Chase & Co.";"Financials";138;0.18875745;6195926;10.72;3.4
"JWN";"Nordstrom";"Consumer Discretionary";38.49;1.5567286;1299141;3.479;1.48
"K";"Kellogg Co.";"Consumer Staples";66.27;1.4233247;2151548;2.8;2.26
"KEY";"KeyCorp";"Financials";19.7;0.9221327;6364277;1.619;0.71
"KEYS";"Keysight Technologies";"Information Technology";96.15;1.6922246;1300662;3.25;NA
"KHC";"Kraft Heinz Co";"Consumer Staples";30.01;1.0778029;6583309;-8.873;1.825
"KIM";"Kimco Realty";"Real Estate";19.12;-2.944162;4208918;0.794;1.12
"KLAC";"KLA Corporation";"Information Technology";173.04;2.4390216;1250154;7.128;3.1
"KMB";"Kimberly-Clark";"Consumer Staples";145.25;-0.6565944;1030792;6.24;4.12
"KMI";"Kinder Morgan";"Energy";21.46;0.6566576;9242165;0.967;1
"KMX";"Carmax Inc";"Consumer Discretionary";98.84;1.2186327;927060;5.154;NA
"KO";"Coca-Cola Company";"Consumer Staples";59.59;-0.26778218;7185346;2.07;1.6
"KR";"Kroger Co.";"Consumer Staples";28.44;1.0661021;4010973;1.958;0.6
"KSS";"Kohl's Corp.";"Consumer Discretionary";44.44;0.7938273;2690438;4.342;2.62
"KSU";"Kansas City Southern";"Industrials";170.24;-1.0232526;620458;5.4;1.48
"L";"Loews Corp.";"Financials";54.72;-1.9530551;897785;3.07;0.25
"LB";"L Brands Inc.";"Consumer Discretionary";24.59;1.8641291;8113913;1.327;1.5
"LDOS";"Leidos Holdings";"Information Technology";112.14;1.392406;705458;4.591;1.3
"LEG";"Leggett & Platt";"Consumer Discretionary";45.48;1.2466638;811345;2.47;1.58
"LEN";"Lennar Corp.";"Consumer Discretionary";71.22;1.6267114;2519891;5.743;0.16
"LH";"Laboratory Corp. of America Holding";"Health Care";186.12;1.3891091;513026;7.591;NA
"LHX";"L3Harris Technologies";"Industrials";228;-0.69686675;1215840;7.351;3
"LIN";"Linde plc";"Materials";216.22;0.3620492;1342455;9.042;3.45
"LKQ";"LKQ Corporation";"Consumer Discretionary";33.58;1.1750624;923187;1.388;NA
"LLY";"Lilly (Eli) & Co.";"Health Care";144.25;-0.86591613;2933330;8.89;2.58
"LMT";"Lockheed Martin Corp.";"Industrials";439.85;0.020464875;739958;21.95;9
"LNC";"Lincoln National";"Financials";60.55;1.4067998;1552886;4.38;1.51
"LNT";"Alliant Energy Corp";"Utilities";58.39;-0.051350188;1065659;2.236;1.4
"LOW";"Lowe's Cos.";"Consumer Discretionary";123.03;1.501526;2252890;3.734;2.06
"LRCX";"Lam Research";"Information Technology";325.67;1.8259786;1520740;13.504;4.5
"LUV";"Southwest Airlines";"Industrials";57.93;0.888196;2805760;4.27;0.7
"LW";"Lamb Weston Holdings Inc";"Consumer Staples";95.13;0.58151346;649516;3.45;0.8
"LVS";"Las Vegas Sands";"Consumer Discretionary";68.85;1.0123162;3035212;3.499;3.08
"LYB";"LyondellBasell";"Materials";83.97;2.4899316;1557411;9.58;4.15
"LYV";"Live Nation Entertainment";"Communication Services";73.11;0.30182636;802817;0.043;NA
"M";"Macy's Inc.";"Consumer Discretionary";16.36;0.8009924;6666569;3.1;1.51
"MA";"Mastercard Inc.";"Information Technology";330.92;0.19377941;3208576;7.94;1.39
"MAA";"Mid-America Apartments";"Real Estate";141.94;-0.281013;582345;3.07;3.84
"MAR";"Marriott Int'l.";"Consumer Discretionary";147.19;1.0018574;1357367;3.865;1.78
"MAS";"Masco Corp.";"Industrials";47.53;-4.2698946;7846158;2.288;0.495
"MCD";"McDonald's Corp.";"Consumer Discretionary";215.73;1.1819282;2677117;7.877;4.73
"MCHP";"Microchip Technology";"Information Technology";108.86;0.65649474;2767024;2.527;1.463
"MCK";"McKesson Corp.";"Health Care";164.65;1.5480415;3326933;-4.97;1.6
"MCO";"Moody's Corp";"Financials";270.99;0.95369285;927463;6.824;1.94
"MDLZ";"Mondelez International";"Consumer Staples";58.87;-0.16958162;4446654;2.65;1.09
"MDT";"Medtronic plc";"Health Care";118.95;-0.3601946;3494425;3.521;2.08
"MET";"MetLife Inc.";"Financials";52.39;0.98303455;5764680;6.058;1.74
"MGM";"MGM Resorts International";"Consumer Discretionary";32.71;1.8685719;5233639;0.003;0.51
"MHK";"Mohawk Industries";"Consumer Discretionary";128.25;0.74626625;700712;49.89534;NA
"MKC";"McCormick & Co.";"Consumer Staples";163.25;-0.22003584;426884;5.24;2.28
"MKTX";"MarketAxess";"Financials";342.28;0.30183116;155130;5.4;2.04
"MLM";"Martin Marietta Materials";"Materials";262.76;-5.0688243;872626;9.146;1.99
"MMC";"Marsh & McLennan";"Financials";118.15;0.4933247;1184059;3.41;1.74
"MMM";"3M Company";"Industrials";162.45;1.4361556;2204784;7.81;5.76
"MNST";"Monster Beverage";"Consumer Staples";69.15;-0.028909417;1740136;1.989;NA
"MO";"Altria Group Inc";"Consumer Staples";45.57;-1.3636386;9661298;-0.7;3.28
"MOS";"The Mosaic Company";"Materials";20.13;1.5128555;3522278;-0.089;0.15
"MPC";"Marathon Petroleum";"Energy";56.76;3.068819;6720569;3.97;2.17
"MRK";"Merck & Co.";"Health Care";85.25;-0.4786407;9331570;3.81;2.2
"MRO";"Marathon Oil Corp.";"Energy";11.57;1.669592;11147004;1.088;0.2
"MS";"Morgan Stanley";"Financials";55.78;0.776875;7002061;5.19;1.35
"MSCI";"MSCI Inc";"Financials";303.57;0.69658875;319183;6.59;2.52
"MSFT";"Microsoft Corp.";"Information Technology";184.44;-2.2575488;53159906;5.741;1.94
"MSI";"Motorola Solutions Inc.";"Information Technology";184.46;0.21187559;932528;4.95;2.35
"MTB";"M&T Bank Corp.";"Financials";169.36;0.3258119;462869;13.75;4.1
"MTD";"Mettler Toledo";"Health Care";780;-0.09862309;240820;22.47;NA
"MU";"Micron Technology";"Information Technology";57.25;-0.13954619;26527267;3.083;NA
"MXIM";"Maxim Integrated Products Inc";"Information Technology";63.7;1.1111124;1006531;2.849;1.9
"MYL";"Mylan N.V.";"Health Care";22.35;-1.193636;5104559;0.09;NA
"NBL";"Noble Energy Inc";"Energy";19.9;1.0152225;7024207;-2.365;0.46
"NCLH";"Norwegian Cruise Line Holdings";"Consumer Discretionary";52.49;2.921572;1876358;4.415;NA
"NDAQ";"Nasdaq, Inc.";"Financials";114.8;-0.8035948;462961;4.63;1.85
"NEE";"NextEra Energy";"Utilities";272.15;0.15088087;1869881;7.76;5
"NEM";"Newmont Corporation";"Materials";44.22;-0.45024076;4244505;3.373;0.56
"NFLX";"Netflix Inc.";"Communication Services";373.69;0.70606494;4772870;4.13;NA
"NI";"NiSource Inc.";"Utilities";29.93;0.2344263;2250197;1.235;0.8
"NKE";"Nike";"Consumer Discretionary";100.02;0;4744447;2.86;0.905
"NLOK";"NortonLifeLock";"Information Technology";20.61;2.0549686;8291211;NA;NA
"NLSN";"Nielsen Holdings";"Industrials";21.43;1.0849035;1252797;-3.539;1.4
"NOC";"Northrop Grumman";"Industrials";368.04;1.3074954;611160;13.22;5.16
"NOV";"National Oilwell Varco Inc.";"Energy";23.33;1.9667866;2884693;-15.96;0.2
"NOW";"ServiceNow";"Information Technology";343.57;0.233398;1183146;3.18;NA
"NRG";"NRG Energy";"Utilities";38.84;1.4364043;1947293;3.805;0.12
"NSC";"Norfolk Southern Corp.";"Industrials";209.17;-0.038232654;1334874;10.248;3.6
"NTAP";"NetApp";"Information Technology";59.08;1.7568041;2268872;4.034;1.76
"NTRS";"Northern Trust Corp.";"Financials";102.89;1.8108073;849467;6.63;2.6
"NUE";"Nucor Corp.";"Materials";48.34;1.4267737;1972913;4.14;1.603
"NVDA";"Nvidia Corporation";"Information Technology";267.89;1.870941;15744493;3.905;0.64
"NWL";"Newell Brands";"Consumer Discretionary";20.17;-0.099061206;2198196;-1.113;0.92
"NVR";"NVR Inc";"Consumer Discretionary";3981.86;0.7502169;24347;221.13;NA
"NWS";"News Corp. Class B";"Communication Services";14.48;2.8409064;451860;-0.312;0.2
"NWSA";"News Corp. Class A";"Communication Services";14.13;2.6889524;1818189;-0.312;0.2
"O";"Realty Income Corporation";"Real Estate";78.68;-1.7482536;1638688;1.272;2.697
"ODFL";"Old Dominion Freight Line";"Industrials";219.44;-0.34966815;353701;7.66;0.64
"OKE";"ONEOK";"Energy";75.94;0.48961592;1348820;3.02;3.53
"OMC";"Omnicom Group";"Communication Services";77.28;0.3636348;3704637;5.949;2.55
"ORCL";"Oracle Corp.";"Information Technology";55.15;0.2909617;8174493;3.154;0.91
"ORLY";"O'Reilly Automotive";"Consumer Discretionary";389.76;-0.3961023;1188452;17.88;NA
"OXY";"Occidental Petroleum";"Energy";41.17;1.6543164;11854507;1.366;3.13
"PAYC";"Paycom";"Information Technology";294.76;-1.0839225;756915;3.09;NA
"PAYX";"Paychex Inc.";"Information Technology";87.8;-0.77974325;818201;2.98;2.42
"PBCT";"People's United Financial";"Financials";16.16;1.063165;2943073;1.27;0.708
"PCAR";"PACCAR Inc.";"Industrials";75.66;0.46475387;1890376;6.87;1.28
"PEAK";"Healthpeak Properties";"Real Estate";36.59;-0.8401121;2273651;NA;NA
"PEG";"Public Serv. Enterprise Inc.";"Utilities";57.82;0.6615618;2364688;2.86;1.86
"PEP";"PepsiCo Inc.";"Consumer Staples";146.08;0.28834146;3870894;8.789;3.765
"PFE";"Pfizer Inc.";"Health Care";38.09;0.7405416;14587313;2.871;1.44
"PFG";"Principal Financial Group";"Financials";56.34;0.96774364;748708;4.717;2.17
"PG";"Procter & Gamble";"Consumer Staples";124.16;-1.5930845;5750070;1.784;2.955
"PGR";"Progressive Corp.";"Financials";83.66;0.083750844;2486133;6.72;2.65
"PH";"Parker-Hannifin";"Industrials";212.25;1.3368361;582280;10.515;3.4
"PHM";"Pulte Homes Inc.";"Consumer Discretionary";46.98;0.6858116;2302494;3.656;0.44
"PKG";"Packaging Corporation of America";"Materials";102.6;2.0184934;544124;7.34;3.16
"PKI";"PerkinElmer";"Health Care";95.86;1.697431;498829;2.038;0.28
"PLD";"Prologis";"Real Estate";96.21;1.6374344;3718688;2.464;2.12
"PM";"Philip Morris International";"Consumer Staples";89.44;0.77746755;4556245;4.61;4.62
"PNC";"PNC Financial Services";"Financials";154.79;0.6044408;1157199;11.379;4.2
"PNR";"Pentair plc";"Industrials";44.27;0.9808401;682577;2.085;0.72
"PNW";"Pinnacle West Capital";"Utilities";98.61;-0.20240557;678890;4.442;2.95
"PPG";"PPG Industries";"Materials";121.95;0.8768282;1297693;5.22;1.98
"PPL";"PPL Corp.";"Utilities";36.17;0.13842537;3823148;2.463;1.647
"PRGO";"Perrigo";"Health Care";60.04;-0.26578045;512998;1.807;0.8
"PRU";"Prudential Financial";"Financials";95.87;1.0327784;1457912;10.107;4
"PSA";"Public Storage";"Real Estate";226.36;-0.026498348;735700;8.459;8
"PSX";"Phillips 66";"Energy";90.27;0.011073018;2290242;6.77;3.5
"PVH";"PVH Corp.";"Consumer Discretionary";86.16;0.92538464;742579;8.542;0.15
"PWR";"Quanta Services Inc.";"Industrials";40.18;2.0833325;844118;2.302;0.16
"PXD";"Pioneer Natural Resources";"Energy";136.13;-0.4533785;1640234;4.332;0.76
"PYPL";"PayPal";"Information Technology";118.84;-1.0161597;4677447;2.07;NA
"QCOM";"QUALCOMM Inc.";"Information Technology";90;1.5801373;9452795;3.59;2.48
"QRVO";"Qorvo";"Information Technology";108.59;3.0754607;1625721;2.859;NA
"RCL";"Royal Caribbean Cruises Ltd";"Consumer Discretionary";113.06;3.0628994;3215605;8.95;2.96
"RE";"Everest Re Group Ltd.";"Financials";291.64;2.014835;401055;24.7;5.6
"REG";"Regency Centers Corporation";"Real Estate";62.65;-1.8025043;676811;1.651;2.31
"REGN";"Regeneron Pharmaceuticals";"Health Care";396.75;2.7290876;992994;18.46;NA
"RF";"Regions Financial Corp.";"Financials";16.41;0.7985206;6549275;1.5;0.59
"RHI";"Robert Half International";"Industrials";60.02;1.0778029;398870;3.9;1.24
"RJF";"Raymond James Financial Inc.";"Financials";96.5;2.4089956;657786;7.373;1.39
"RL";"Ralph Lauren Corporation";"Consumer Discretionary";120.37;-0.23207524;746348;8.479;2.688
"RMD";"ResMed";"Health Care";174.35;0.66978675;349226;3.133;1.54
"ROK";"Rockwell Automation Inc.";"Industrials";203.96;0.06868776;528704;7.838;3.93
"ROL";"Rollins Inc.";"Industrials";39.5;1.3600173;1012273;0.62;0.42
"ROP";"Roper Technologies";"Industrials";389.77;-0.51304555;308545;16.82;1.9
"ROST";"Ross Stores";"Consumer Discretionary";119.7;1.2176516;1260875;4.523;1.02
"RSG";"Republic Services Inc";"Industrials";98.05;0.22488113;886541;3.362;1.53
"RTN";"Raytheon Co.";"Industrials";229.31;-0.546476;1668667;11.924;3.77
"SBAC";"SBA Communications";"Real Estate";284;7.2750664;1767926;1.173;0.74
"SBUX";"Starbucks Corp.";"Consumer Discretionary";87.51;-0.022845473;5098622;2.92;1.49
"SCHW";"Charles Schwab Corporation";"Financials";47.67;1.9243056;6306653;2.67;0.68
"SEE";"Sealed Air";"Materials";35.96;-3.1771681;2129611;2.307;0.64
"SHW";"Sherwin-Williams";"Materials";577.04;0.8317517;403209;16.49;4.52
"SIVB";"SVB Financial";"Financials";263.64;2.859825;345880;21.73;NA
"SJM";"JM Smucker";"Consumer Staples";110.26;0.33670285;774746;4.902;3.46
"SLB";"Schlumberger Ltd.";"Energy";34.29;-0.17466539;8637504;-7.32;2
"SLG";"SL Green Realty";"Real Estate";94.59;0.6062537;410042;3.126;3.435
"SNA";"Snap-on";"Industrials";155.52;-0.051415052;611891;12.41;3.93
"SNPS";"Synopsys Inc.";"Information Technology";158.22;0.8284496;837300;3.45;NA
"SO";"Southern Co.";"Utilities";68.59;0.21916115;3227312;4.365;2.44
"SPG";"Simon Property Group Inc";"Real Estate";142.08;-0.6850243;3044807;6.81;8.3
"SPGI";"S&P Global, Inc.";"Financials";294.12;-0.82276857;1296752;8.6;2.28
"SRE";"Sempra Energy";"Utilities";158.56;0.36713624;636936;8.806;3.792
"STE";"STERIS plc";"Health Care";162.27;5.4523;2177775;4.6;1.42
"STZ";"Constellation Brands";"Consumer Staples";199.94;-0.064979695;936756;4.312;2.99
"STT";"State Street Corp.";"Financials";79.78;0.8214351;1523538;5.75;1.98
"STX";"Seagate Technology";"Information Technology";55.75;1.4743382;2397654;6.183;2.54
"SWK";"Stanley Black & Decker";"Industrials";165.53;0.63225317;981439;6.35;2.7
"SWKS";"Skyworks Solutions";"Information Technology";119.17;2.4853797;1694743;4.777;1.64
"SYF";"Synchrony Financial";"Financials";33.33;0.18034677;9609964;5.56;0.86
"SYK";"Stryker Corp.";"Health Care";218.14;0.41891253;810307;5.48;2.135
"SYY";"Sysco Corp.";"Consumer Staples";76.27;-0.89657277;2255436;3.494;1.62
"ZBH";"Zimmer Biomet Holdings";"Health Care";159.29;0.6762685;878807;5.47;0.96
"ZBRA";"Zebra Technologies";"Information Technology";247.81;-0.29772902;216809;8.989;NA
"ZION";"Zions Bancorp";"Financials";46.28;1.3800597;2342229;4.16;1.28
"ZTS";"Zoetis";"Health Care";144.03;1.0382292;2183007;3.02;0.618
"T";"AT&T Inc.";"Communication Services";38.17;-0.4434063;31512945;1.89;2.05
"TAP";"Molson Coors Brewing Company";"Consumer Staples";58.05;0.36306897;1859632;0.71;1.8
"TDG";"TransDigm Group";"Industrials";650.05;1.0539849;397839;12.836;NA
"TEL";"TE Connectivity Ltd.";"Information Technology";93.45;0.28975815;1404413;4.714;1.82
"TFC";"Truist Financial";"Financials";54.81;0.8834889;3373027;NA;NA
"TFX";"Teleflex";"Health Care";378.83;0.5387471;217255;9.446;1.36
"TGT";"Target Corp.";"Consumer Discretionary";116.69;-0.2479064;3007065;6.254;2.58
"TIF";"Tiffany & Co.";"Consumer Discretionary";134.27;0.044704236;1176851;4.481;2.26
"TJX";"TJX Companies Inc.";"Consumer Discretionary";62.46;1.3138646;4420836;2.542;0.885
"TMO";"Thermo Fisher Scientific";"Health Care";337.78;1.149906;1727420;9.17;0.76
"TMUS";"T-Mobile US";"Communication Services";94.49;11.782798;25684332;4.02;NA
"TPR";"Tapestry, Inc.";"Consumer Discretionary";28.58;0.2455268;3438014;2.046;1.35
"TROW";"T. Rowe Price Group";"Financials";138.61;0.0938799;744118;8.7;3.04
"TRV";"The Travelers Companies Inc.";"Financials";137.38;0.8515663;1003825;9.92;3.23
"TSCO";"Tractor Supply Company";"Consumer Discretionary";97.57;0.041013964;1224785;4.56;1.32
"TSN";"Tyson Foods";"Consumer Staples";80.99;-0.72322136;3363364;5.54;1.62
"TTWO";"Take-Two Interactive";"Communication Services";112.39;1.2522516;2411158;2.958;NA
"TWTR";"Twitter, Inc.";"Communication Services";35.65;-0.86206216;13912242;1.87;NA
"TXN";"Texas Instruments";"Information Technology";130.7;0.80987513;2986832;5.237;3.21
"TXT";"Textron Inc.";"Industrials";49.5;-1.9024954;1192227;3.5;0.08
"UA";"Under Armour Class C";"Consumer Discretionary";15.12;-16.694214;16080013;0.248;NA
"UAA";"Under Armour Class A";"Consumer Discretionary";16.59;-18.875309;44447020;0.248;NA
"UAL";"United Airlines Holdings";"Industrials";80.53;1.3338336;2763727;11.578;NA
"UDR";"UDR, Inc.";"Real Estate";49.46;0.12145254;1532991;0.592;1.35
"UHS";"Universal Health Services, Inc.";"Health Care";141.68;1.482696;275322;8.044;0.5
"ULTA";"Ulta Beauty";"Consumer Discretionary";293.78;0.18073276;687857;11.886;NA
"UNH";"United Health Group Inc.";"Health Care";290.79;1.3099711;2734570;14.326;4.14
"UNM";"Unum Group";"Financials";29.65;1.022144;1464976;5.24;1.115
"UNP";"Union Pacific Corp";"Industrials";183.3;-0.7418612;1488469;8.38;3.7
"UPS";"United Parcel Service";"Industrials";104.87;1.7463889;2775630;5.11;3.84
"URI";"United Rentals, Inc.";"Industrials";154.05;2.1890569;1036296;15.11;NA
"USB";"U.S. Bancorp";"Financials";54.93;0.53074837;4785582;4.16;1.58
"UTX";"United Technologies";"Industrials";155.25;-0.83040756;5315687;6.41;2.94
"V";"Visa Inc.";"Information Technology";203.94;-0.9951954;8093861;5.477;1.1
"WAB";"Wabtec Corporation";"Industrials";77.62;0.07736615;1380778;1.464;0.48
"VAR";"Varian Medical Systems";"Health Care";145.45;2.2855134;560570;3.019;NA
"WAT";"Waters Corporation";"Health Care";223.22;1.8664703;458632;8.69;NA
"WBA";"Walgreens Boots Alliance";"Consumer Staples";52.99;-0.8049354;3949119;4.077;1.795
"WDC";"Western Digital";"Information Technology";68.92;1.3231425;3776121;-4.044;2
"WEC";"Wec Energy Group Inc";"Utilities";100.19;0.049933147;854191;3.58;2.36
"WELL";"Welltower Inc.";"Real Estate";84.9;-0.25846007;1870619;2.798;3.48
"VFC";"V.F. Corp.";"Consumer Discretionary";82.96;-0.44402102;1875847;3.224;1.93
"WFC";"Wells Fargo";"Financials";47.99;0.46054265;13070074;4.05;1.92
"WHR";"Whirlpool Corp.";"Consumer Discretionary";151.98;1.7200937;626921;18.45;4.75
"VIAC";"ViacomCBS";"Communication Services";34.97;2.2215788;6320412;NA;NA
"VLO";"Valero Energy";"Energy";84.24;-0.15408899;1759365;5.84;3.6
"WLTW";"Willis Towers Watson";"Financials";212.98;-0.80574304;565733;8.02;2.6
"WM";"Waste Management Inc.";"Industrials";124.98;-0.04798269;1485208;4.092;2.002
"WMB";"Williams Cos.";"Energy";21.47;0.18664959;8125924;0.125;1.48
"VMC";"Vulcan Materials";"Materials";144.2;-1.9847732;962016;4.503;1.21
"WMT";"Walmart";"Consumer Staples";115.4;0.13015316;5597889;5;2.11
"VNO";"Vornado Realty Trust";"Real Estate";67.14;1.3893056;998382;15.725;2.61
"WRB";"W. R. Berkley Corporation";"Financials";79.28;0.6602293;651751;3.52;0.423
"WRK";"WestRock";"Materials";41.98;2.5152595;1534960;3.32;1.83
"VRSK";"Verisk Analytics";"Industrials";167.89;-1.2063099;513542;2.791;0.75
"VRSN";"Verisign Inc.";"Information Technology";204.46;-0.6655954;801637;5.15;NA
"VRTX";"Vertex Pharmaceuticals Inc";"Health Care";247.81;1.2502544;2217796;4.51;NA
"VZ";"Verizon Communications";"Communication Services";58.69;-2.5730462;22231504;4.65;2.435
"VTR";"Ventas Inc";"Real Estate";58.36;-1.1182647;1063144;1.324;3.17
"WU";"Western Union Co";"Information Technology";28.24;-0.21201226;9188050;2.595;0.79
"WY";"Weyerhaeuser";"Real Estate";28.9;0.8726004;3333734;-0.102;1.36
"WYNN";"Wynn Resorts Ltd";"Consumer Discretionary";131.99;3.2139568;2815707;1.15;4
"XEC";"Cimarex Energy";"Energy";41.07;0.6124449;1238728;4.943;0.78
"XEL";"Xcel Energy Inc";"Utilities";68.96;-0.14479941;2176206;2.64;1.62
"XLNX";"Xilinx";"Information Technology";90.29;4.4781337;4773973;3.41;1.47
"XOM";"Exxon Mobil Corp.";"Energy";60.53;0.9506333;14740466;3.358;3.43
"XRAY";"Dentsply Sirona";"Health Care";58;0.9573529;503284;0.714;0.362
"XRX";"Xerox";"Information Technology";37.51;-0.47758108;1453390;5.803;1
"XYL";"Xylem Inc.";"Industrials";87.24;1.7732111;1489955;2.21;0.96
"YUM";"Yum! Brands Inc";"Consumer Discretionary";104.05;1.1470791;2215323;4.14;1.73
